Feature2,Feature3,Feature7,Feature9
0.559048073,-0.744970406,1.636972151,-1.114803143
0.958591335,0.180828051,4.130196995,-1.024941353
0.829766045,-0.762999997,0.18114964,0.892438497
0.340106829,-0.188947391,4.862812501,-2.543057498
0.743604625,-0.034773282,1.208119294,-4.554012782
0.686447624,-2.722341283,0.126331399,-1.265640767
0.748265873,0.452645474,3.043100203,-2.453590635
0.48348471,0.250308297,1.869501289,-2.182358057
0.919017761,-1.439305005,1.141755839,0.532977218
0.372572271,-0.335028641,2.125465963,0.386067025
0.962540096,-0.502618007,2.227900551,1.348153886
0.122426596,0.085642268,0.561075158,0.877169642
0.932485184,-0.80259632,0.387361446,3.126499368
0.762296047,0.269163587,1.550432229,-1.000910937
0.955203015,1.06473203,0.647147461,0.37345282
0.55363353,0.306311749,2.639763152,2.839670251
0.936683031,-1.425617819,0.612242923,3.311243908
0.169610209,0.445645414,1.857045646,0.475412125
0.029897267,1.549210366,1.339866271,1.095804139
0.70066555,-2.030888788,0.511222046,0.358900749
0.863491142,-0.178475956,0.347753035,1.195529236
0.986414784,-1.401911105,0.199801371,-0.612628831
0.061471498,1.264136823,4.141185829,-0.799090209
0.353232461,0.211435816,0.602768905,0.132583696
0.444304668,-0.426432047,0.640226639,1.182473816
0.926224164,0.477256364,0.366796227,-1.837182577
0.292938345,2.36498948,0.470694467,0.695001746
0.688375718,-0.03542475,0.279123031,-0.061119801
0.219889162,-2.794074937,0.177443707,-1.359541803
0.61272677,0.625944056,0.636592694,-0.859377991
0.113123371,-0.902075434,2.92350886,6.891400738
0.75454666,0.606030832,1.694223583,1.548563418
0.04454943,-0.257514747,0.440716734,1.57302964
0.998343187,-0.157825984,0.34725822,-0.118605398
0.801405051,-0.256196412,0.908783386,-0.167809991
0.612696653,-0.269842927,1.502531225,-2.217469727
0.768500424,-0.198200513,0.963418603,0.158450242
0.003026498,-0.209982718,0.502709833,2.57628133
-0.359524925,-1.251604955,0.396510643,-0.890733965
0.593622148,-0.247411528,0.241253131,-1.38799332
0.976201382,1.40514029,0.548818236,2.154894617
0.365863476,0.488189623,0.368414943,-1.042419328
0.970491001,0.474196054,0.622884795,1.80176712
0.515549268,0.170527407,0.574801655,-0.417872184
0.069381636,-0.108756241,0.201831131,-0.830934688
0.252998313,1.212584711,2.679546489,-0.098421998
0.822083417,-0.334683802,1.44174588,0.325114825
0.8871345,0.401086693,0.23224215,2.103450485
0.528835468,0.355046428,0.501801621,-0.781901404
0.444816438,-2.292995516,0.781665638,0.605632033
0.638091914,-1.494929431,0.039819044,-0.031673045
0.062409105,0.87346127,0.187046957,1.233310341
0.941729413,0.963096244,0.291812655,-0.388123977
0.239908373,1.396065518,0.924194508,0.988859662
1.376591785,1.739413731,1.697631825,-0.988893113
0.60354457,1.067773142,0.186267062,0.691730663
0.721694504,-0.814458637,0.829360596,0.597667869
0.224798868,-1.066743782,0.11608228,0.364163218
0.252685502,0.843071566,1.448636346,0.016694276
0.206923814,1.123201023,0.088891937,0.572544976
0.746231427,1.225117214,1.545202162,0.016388782
0.902311239,0.468160059,0.756910801,-1.387642566
0.95604281,-0.637469766,0.670260523,-0.544839306
0.197255995,0.911544533,1.098589023,-2.184002269
0.526469579,0.67898221,0.849485646,0.558017481
-0.381464978,-0.669344272,2.33450152,0.388673806
0.170672067,0.615024729,0.634473164,-0.268105494
0.3859428,-1.873209214,0.051248576,0.043604543
0.779076254,0.806689555,0.179258927,0.187699606
0.30015538,-0.625096716,0.764824467,0.192007202
0.344198127,1.508515379,0.968543038,-0.399060263
0.204121249,1.810372941,1.971381285,-0.053170226
0.758549113,-0.838730378,0.067817234,1.692348444
0.239479195,-2.734642875,0.262050333,0.122943657
0.270840184,-1.816652968,0.358846138,0.383776727
0.490879649,-0.882528126,1.853204448,1.247350589
0.191790716,-1.24268371,0.20234246,-1.104167498
0.229624854,0.81919221,0.706472975,0.503628513
0.926228336,0.431614783,0.738319121,0.105381098
0.802081287,0.004684534,0.856281753,0.046394967
0.26861174,1.570146242,0.179569173,-0.469652558
0.980878414,-0.222289496,1.761561725,3.701301965
0.364253708,-0.242048633,0.877140645,-0.611832554
0.425025621,-0.980583151,1.025756998,1.808726619
0.705859398,0.025170958,0.282433562,-0.79338457
0.805457709,-0.309652341,0.083520364,-0.62935248
0.263552946,1.435332166,1.114896975,-0.834306109
0.173752577,-0.806545324,1.40527289,2.964987658
0.439899048,-0.195109855,1.072623013,1.116669502
0.251599305,0.461322739,1.211465214,0.416704911
0.803845362,-1.969858452,0.042238835,-0.422959229
0.168912879,-0.614078679,0.198130131,2.637369035
0.326775576,-0.841099517,0.85699552,0.185754682
0.193199637,0.785509151,1.070019044,-0.068181453
0.033144245,-1.415014005,0.23381485,1.476605681
0.771770037,-0.513321949,1.048872003,-2.225755149
0.7800338,-0.846336023,0.01381389,-1.933100041
0.817728249,-0.370436119,0.126887489,-2.659669203
0.688469874,0.384378974,0.043773109,0.491709807
0.76280279,0.703939891,1.923140912,3.553418071
0.443565225,-0.429247568,1.11632932,-0.510697506
0.114305049,-0.159103249,6.36146396,-0.159378098
0.272063878,-1.614908254,1.958589425,2.276499037
0.560735823,-0.886625396,0.682017188,-0.316264435
0.929880623,-1.307833881,2.149877736,-0.445670517
0.679962237,0.090359015,0.097060015,2.076991872
1.168346579,0.988511226,1.973657383,-1.900573103
0.464544906,0.16289708,1.091142661,2.664401847
0.837400859,0.063279858,0.7911868,-0.71381226
0.096770418,-0.429026499,0.997563318,0.287229364
0.079159648,0.39079006,0.660375992,0.978243858
0.937487786,0.250661816,0.231703916,-1.096133583
0.873428754,-0.576031772,0.332176008,2.633175756
0.428644853,0.660226969,0.484652039,0.166963446
0.724042386,0.326310614,1.784348274,-0.650483937
0.784352591,-0.259222558,0.510778545,2.133900089
0.330358612,1.081064537,0.077056054,0.638306064
0.436234568,-1.173239152,0.853563702,-1.849615454
0.860662522,0.135563198,0.521263703,4.878272265
0.013369136,0.659949319,0.538235768,0.691893223
0.33830799,1.159657912,1.343182192,-0.977580762
0.970711035,0.331526409,0.35919178,-1.257762168
0.458219928,0.587061544,0.611362375,0.445867406
0.405418784,0.007919121,1.897679876,1.441445788
0.032545219,0.278554953,0.658960757,-0.853406347
0.728849045,-0.349256461,1.341097928,-0.849795733
0.941085407,1.361392704,0.459473644,1.210323015
0.697741479,0.28199282,0.478599203,0.074039463
0.657394001,-1.095213794,1.220445235,1.550835548
0.932043845,1.471367325,0.809964472,-0.738617357
0.154033957,-0.749314707,0.173736614,-0.728531711
0.104042885,-0.607788973,0.472639862,1.94198932
0.68560952,0.030729195,1.280152353,-0.408829161
0.073646642,-0.947299836,2.200460921,-0.970465653
0.908832398,-0.506860392,2.717433534,-3.255597058
0.684857209,1.627659118,1.724788821,-0.281515741
0.77558484,-0.890285522,0.635180328,-1.194014908
0.897972223,-0.364579023,0.569489963,0.033342688
0.029506484,-1.850846396,0.714333756,-1.657142676
0.336970198,2.031002468,0.843569048,2.930576702
0.554164577,-0.165888754,0.312973278,1.784464483
0.853835658,0.252773292,1.124141146,1.214154139
0.555987984,-1.520011939,1.26552001,1.902484384
0.574150309,0.810383932,0.295981635,2.585503602
-0.349753436,-1.333439604,0.415291001,-1.191978309
0.66574266,-0.978665698,0.948338864,-0.181678818
0.724096283,-0.096915616,1.097159333,1.836918582
0.686044774,1.224863383,3.00076745,-0.913891077
0.138158997,-0.331716687,0.214445014,0.938802353
0.99063408,-1.596883704,2.13034169,-1.783379593
0.852024059,-0.062987647,0.757623903,-0.575146623
0.472624457,-0.632263198,2.025389037,-0.382251578
0.64345244,-1.997634421,1.503093677,0.076000317
0.267292318,0.992396348,3.484180735,1.087738125
0.829909463,-0.134961254,2.599834383,0.15191244
0.601026846,1.028853969,0.185457197,-0.134453736
0.262610883,1.428752042,0.867414895,-0.614706479
0.840833711,0.468473385,0.028979252,-0.387363262
0.098452845,0.585305062,1.165663123,-0.1903646
0.255157808,-0.840538365,0.779807002,-2.043948885
0.337418103,-0.140366498,0.15406238,-0.507139725
0.124198344,-0.453288856,1.097830928,-0.730954046
0.464300767,-0.730518706,0.45742612,8.702102307
0.765731401,-0.611206797,0.099369189,0.724087172
0.407181617,-0.38908293,0.002995995,-0.685325138
0.694879041,0.319867559,0.93221625,2.636087404
0.194032831,-0.839873366,1.561172248,0.625806127
0.827030027,-0.481319073,0.642443516,1.49487129
0.170487174,-1.816462948,0.452428674,1.875306285
0.701248697,0.897337629,1.410711522,0.380229064
0.281589279,-0.044920189,0.0063468,0.317834175
0.817086772,-0.576900373,1.641183829,0.553680844
0.964640879,-2.11207926,0.158190703,6.956991942
0.777026018,1.150500696,0.347318563,3.620145047
0.863660203,1.153385932,0.951496566,-2.568511599
0.039388008,0.038045513,1.639844554,0.464241076
0.021015459,0.678837723,0.159089912,0.118987061
0.935183433,0.905725192,1.079667655,-0.147755248
0.178915427,0.915121305,0.5250527,-2.76968891
0.190960535,1.256788066,0.29623069,-0.193231411
0.733414555,0.253324973,0.500448888,-0.058907347
0.675975386,-0.427610333,0.485544633,-0.912913387
0.531867545,-0.995790488,1.80609673,1.789420828
0.569838653,-0.588362508,0.770007967,0.665542344
0.973255528,-0.675031338,1.842976921,-1.710959008
0.441920974,-0.19350312,0.181539162,-0.121201525
0.2891467,-0.926344552,1.817667184,2.100175185
0.767607997,-0.174473049,0.372371486,-0.632031271
0.485239154,-1.089229473,1.260997956,2.440431271
0.116932273,-1.579989581,0.691034852,2.878745228
0.876179165,-0.968078855,0.913157545,-0.180695894
0.804524587,1.555682301,1.028781559,-0.030723347
0.026722143,-1.049239604,1.022032223,1.656975071
0.040710075,0.214004829,2.708584007,1.328573478
0.188701649,-0.972965529,1.141233888,-2.99483516
0.863036698,-0.401386879,0.858295198,-0.132778121
0.194564833,-0.91024619,0.315329678,-1.930256402
0.921723813,0.605976469,1.795306693,-1.205829428
0.510864432,1.970754608,0.344376306,0.207767656
0.287252288,-0.554626485,0.623752948,-2.460472364
0.125036873,-1.147450358,0.488102041,-0.488385627
0.579952247,0.457617122,0.728225342,-1.025703155
0.896532189,-0.768490592,3.458361276,-1.559078725
0.620363102,-0.352227803,0.044357627,-0.197894637
0.434306498,2.394183978,0.74140244,-0.953561269
0.323205116,0.543196672,0.229321448,2.476306255
0.734740949,-2.260340852,0.135923044,1.731311773
0.239159124,0.106978346,0.693384761,-0.45934477
0.269999208,-1.037038803,0.768758999,-0.696423068
0.892352534,0.556409796,1.198607099,1.901395184
0.780702326,0.205880603,0.333175709,-0.389297801
0.726467372,-0.109638409,0.01429714,-0.66769586
0.670598031,0.125751403,0.550765569,1.032641508
0.519341636,0.767227103,0.35243459,0.571649376
0.362412958,0.442870022,2.940081724,-2.559525268
0.391792713,-0.664352886,0.597076847,-1.147590616
0.079348482,-0.085566956,1.621709174,0.990647834
0.886192101,0.968974263,3.554977995,-3.238959922
0.021019842,-0.6780733,0.07272627,-3.282252707
0.844722725,1.664598834,1.106482617,-0.742429956
0.455550498,1.093495413,1.721923825,0.264140968
0.184284841,0.125616926,0.009031588,0.899468151
0.622988848,2.120759397,0.088410244,-0.541302808
0.513140645,-0.668122781,0.985957173,-0.778712719
0.640681207,0.383594096,0.807767816,-0.206262147
0.36577069,-0.436991199,0.102166913,-1.916481678
0.798558251,1.107456613,3.457722732,-1.567784059
0.428232203,1.005516874,0.333350324,-2.249474023
0.388490096,-0.955846616,2.086399795,1.594780014
0.626380414,-0.783859796,1.219336215,0.02566995
0.836084132,-0.113389402,2.115248097,-0.983119958
0.087702678,0.804898632,0.915652246,-0.383758062
0.437445876,-0.455245051,2.154788957,-2.45427875
0.472979538,-0.128740753,1.204834044,1.488924003
0.531940653,-0.17240549,0.617291611,0.910627807
0.325973557,-1.270757293,0.26060032,-1.797152429
0.183631629,0.97794988,2.747875372,0.527323058
0.22849366,-1.047015636,1.612893039,-2.490468504
0.24665305,-0.789816168,0.751284164,-0.274540517
0.414171587,-1.583391544,0.280615887,2.475639328
0.553804774,-1.26304098,0.2193018,-1.127088717
0.331817226,-0.360509823,0.444211876,-1.362575801
0.825642993,-0.828822632,0.532171999,-2.068589556
0.475859198,-0.683696349,1.673062728,0.427791544
0.305833547,-0.678404645,0.149231358,-1.30921694
0.345636812,0.203415386,0.797599221,-0.596413168
0.989277482,1.187410011,0.319518096,-0.666446031
0.66153116,-0.066013474,0.277742957,-1.991101157
0.409676826,0.00139427,0.103405761,0.828921452
0.896848274,0.511668975,0.165520556,-0.036538498
0.764612165,-0.320915943,3.456700284,2.895662188
0.864613605,-1.209006331,0.095624037,0.289069114
0.161116687,1.202449578,0.126028111,-2.749859271
0.802417946,1.388347205,0.435838677,1.041251041
0.480114249,0.167649494,2.885723164,0.863930272
0.068147961,0.00080563,0.859106966,-1.243940087
0.092036685,0.664926641,0.257489003,-1.72892823
0.573398421,-1.072895792,2.549952622,-1.998054466
0.388715435,0.626163319,0.588608203,1.264740987
0.070822734,-0.590527722,1.100462091,0.198989498
1.113419307,-0.739674825,0.640652639,-1.558636393
0.792149278,-0.764770431,0.005111843,-0.56051403
0.215011679,0.363046316,0.052372927,-0.843050329
0.722544538,0.761512122,0.79562886,-0.669361772
0.426308545,-1.700792942,0.084371993,1.598844136
0.328697444,-0.157119253,1.831793547,-0.316918509
1.040271139,-1.16445738,1.783237357,-2.13518926
0.635902921,-0.820694815,0.999211533,2.085946749
0.382927934,-0.677928881,0.030349111,1.659911219
0.533457163,0.449807287,0.883965977,1.270963018
0.074838617,-0.353635746,1.375262798,1.095048898
0.663981175,0.117407875,0.058705539,-1.808138816
0.144579249,0.20028649,0.020978407,-0.411338079
0.168917553,0.380736301,0.005360839,0.274061603
0.696580616,2.051275409,0.002012874,0.779396925
0.990977639,-1.648870433,0.237550601,-0.650187838
0.532187161,-1.966315547,0.824425504,4.772577854
0.457399474,-0.685954171,0.014949377,1.484590359
0.302814308,1.455490855,0.313328106,-2.474752548
0.445022864,-1.06528261,1.539298059,0.477680441
-0.434160819,-1.898076102,0.526677639,2.533365965
0.263988338,-0.900660898,2.004120477,0.906862102
0.721690631,-1.091299785,0.680306471,1.588615443
0.024078126,1.064359933,0.746471892,2.339705789
0.942603295,1.651377255,0.511990571,0.668144959
0.726006732,-0.433976205,2.130476657,-2.300965674
0.873058419,0.765081731,0.326685639,1.188383372
0.338542618,0.174674643,0.30589725,-0.066913544
-0.327000866,-0.557071984,2.79774224,-0.311318654
0.990121522,-2.83453737,0.15361358,3.126752611
0.179445451,0.784917156,0.006367447,0.736250794
0.574366616,1.420835765,1.172733486,-3.195771194
0.866776981,-1.30527868,0.123434577,2.46013183
0.048667311,1.296004738,0.762717297,0.871249622
0.775821198,-0.774372901,0.300874146,0.298501458
0.03495337,-0.133119422,0.394877733,-1.858276827
0.654717984,-0.687226268,1.347298292,0.149467808
1.218654444,1.10204925,2.269604287,-2.530197853
0.100435994,-0.132750275,0.257221063,1.135689846
0.287529732,0.325103817,2.135942824,-0.917315082
0.373668268,-1.351050449,1.517269437,1.618569882
0.506107229,1.363543482,0.106573896,0.694656137
0.067582774,-2.938568168,1.358502235,4.859382529
0.391667008,0.176040843,0.085382774,-0.085587702
0.957394533,-1.653558161,0.230607713,2.124675625
0.477825979,-1.572819221,2.084683444,-2.739993566
0.975409343,1.436043009,0.336166199,1.615136042
0.945920239,0.056204911,0.353934095,0.359139028
0.272663891,0.334804903,0.385146733,0.560748084
0.8143851,1.569950115,4.332760836,-1.999136495
0.346523165,-1.063569548,0.37763025,0.741990288
0.645516296,1.271014394,0.3483044,-2.736765107
0.325910444,-0.313310441,2.945298104,-1.538404913
0.19667636,1.438307128,0.253379499,1.160577062
0.57906754,-2.114662707,1.893787999,0.691338605
0.850698513,-0.299156227,0.348957963,0.403615542
0.902666746,-0.268254757,0.193705697,0.537655284
0.002309781,1.893759363,0.026529828,1.411103551
0.679541935,-0.350559411,0.516938847,3.621837904
0.825368847,-0.072235932,1.034148579,2.305510364
0.211668918,0.73385616,0.113068569,-1.818928848
0.512034592,0.634477365,0.490422111,2.44065306
0.905516314,-0.91936771,1.09465703,-6.009666694
0.86488678,-2.026720685,1.979201484,-2.870187614
0.011290082,0.28519842,0.029334872,-1.806099045
0.624164141,0.185460626,0.059275261,1.456521542
0.727392528,-0.793678574,1.381988864,-4.40453374
0.991089229,0.48436303,0.245666636,-0.935962802
0.688511745,-1.364602864,0.707307758,0.967021005
